Quote,Label
自分自身がどこまでいけるか。自分をどこまで試せるのか。最大のチャンス,1
めげないめげない。なにがあってもめげないこと！人生色々なことがあるけど、それが自分の引き出しになっていくんだなと思います,1
（欠点は？）声がデカイ,1
山の頂上に立つ喜びは、もしそこへ至るまでに越えるべき暗い谷間が一つもなければ、半減されるでしょう。,1
人間であるということは、劣等感を持っているということだ,1
今までの私はネガティブでした。だから無理にポジティブにいこうと思って、それが失敗すると落ち込んでいました,1
おとなってかわいそうだね,1
曾子(そうし)曰く、吾(われ)、日に三たび吾が身を省みる。人の為に謀(はか)りて忠ならざるか。朋友と交わりて信ならざる・・,1
本当に理性的な人間は絶対に自分が正しいなどとはめったに思うことはない。理性的な人間になろうと思ったら自分の思想に対しても常に疑いを持っていなくてはならない,1
君自身であれ！そうすれば世界は豊かで美しい,1
秋元さんとかもそうなんです。私みたいな人間が普通に話しかけても、ぜんぜん大丈夫なんです。あんまり尊敬モードで緊張しちゃうよりも、友達モードでいくほうが、むしろお......,1
中心力を養うためにはどんな訓練をしたらいいのでしょうか。養神館では構えの稽古を重視していますが、これが実は中心力の訓練になっているのです。構えでは、両手・両足、腰、......,1
今年で93歳になりますが、今できることに、今この瞬間に全力で取り組むという気持ちは少しも薄れていません,1
いつでも必ず、もっとよいやり方がある。それを探せ,1
水を飲みて楽しむ者あり。錦(にしき)を着て憂うる者あり。,1
任せなければそれ以上のことはできない,1
もっとも、誰しもその程度の不幸にはしょっちゅう見舞われるもので、これもお互いさまであり、他人を不快にさせる快味を自分が味わうときのことをおもえば、やむをえないという考え......,1
人生、何が幸いするか分からない,1
一からしのぎを削っていきたい。監督が求めるポジションであれば、どこでもやる,1
救いは一歩踏み出すことだ。さらにもう一歩。そして、たえずその同じ一歩を繰り返すことだ。,1
昔は写真を『可愛い』っていわれるのに抵抗を感じていた時期もあるんですが、今は逆に『女の子が写っていて、カワイイって、…素晴らしいことじゃないか！』という気分で（笑）......,1
言葉を紡ごうとする時、年齢を重ねたからこそ生み出せる説得力もあるけれど、年齢を重ねてしまったがゆえに生み出せなくなった説得力もある,1
（出身地はどちら？と聞かれ）えっと………..（結局答えられず）,1
すごく基本的なことなんですが、まずは一球に全力をかけてプレイすることが勝利への近道だと改めて気づきました。それをフレンチオープンで心がけた結果、新境地が開けたと言っていいくらいの会心のプレイができました。とくに決勝のシェファーズ戦で勝ったのが大きかったですね。一度負けたあとの試合は、......,1
小麦粉の管理をもっときちんとやれ！ 店内に置くのはいいが、置き方にもっと工夫が必要だ。小麦粉にもっと気をつかえよ！,1
寂しい女はみんなショップチャンネル見てるのよ。ショップチャンネルは毎日がお祭りよ,1
明日はまた明日の陽が照るのだ。,1
トレーニングを受けてみて、結果を出すための一番の方法は自分と向き合うことだと気づきました,1
他人を押し倒してひとり利益を獲得するのと、他人をも利して、ともにその利益を獲得するといずれを優れりとするや,1
私、転職することになってますね。ええ。これはどういうことでしょう？これを見てから、思わず昨日のブログ記事を書いたのです。......,1
（中居くんの15、6の頃のヤンキー写真見て）YOU,1
父は歌舞伎の場合は「役が6割の役者4割ぐらいで演じたほうがいい」と言っていました,1
人間は、様々な体験によって育まれ、成長し、それぞれの個性・感性に依る試みを成就することで社会に対する己の人生の意味合いを感知し、さらなる生きがいを知り、新しい意......,1
友達や同じような考え方を持つ仲間がいれば、いい結果を出す事ができます,1
頭を下げるのなんて、なんとも思わないからね,1
ずっと一人でいると、自分が特別なんじゃないかって思っちゃうわよね。一人でいると、確かに、その他大勢にはならないもの。でも、......,1
モノを拒否するってことは、逆にエネルギーが要るのね。だけどしていかないとね、もう片付かないの,1
嫌いな仕事でも「術」を学ぶチャンスだと思いました,1
人みな有用の用を知りて、無用の用を知るなきなり。,1
やっぱりファッションも自分の中の高揚感を上げるポイントの一つですからね,1
偉大な仕事は、人が打算的になっておらず、思考していないときになされる,1
自分の原点は「歌」だと思っていて、全ては歌うことが大好きだというところから始まっているんです,1
女あり　わがいひつけに背(そむ)かじと心を砕(くだ)く　見ればかなしも,1
体調が悪くても、怪我をしても、妥協したくない,1
現場で何が問題なのかを知るには、やはり経験が必要になる,1
『完璧でいなければいけない』という考えに縛れていたけど、もうそれはやめたの。誰もがパーフェクトな姿で写真に写りたいのだけど、それがプレッシャーを生むのよ,1
すぐれた仕事ができないのは、そう期待されていないからだ。,1
優秀さは訓練と習慣の賜物である。私たちは美徳と優秀さを持っているから正しく行動するのではない。むしろ正しく行動するから美徳と優秀さを持つ事ができるのである,1
私は変な勘繰りや、深読みをせずに、自然に「この人間ならリーダーができる」と思った人間に任せるようにしていました,1
人生を変えるため、まずは今大会のベストプレーヤーになりたいです,1
夜が明けると朝がいちばんすてきだと思うんだけど日が暮れると夕方のほうがきれいに思えるの,1
現代の「個性的な生き方」というのは、無理をして「個性的になろう」としないことだろう。世にいわれている「個性的」とは、一種のファッションみたいなもので、争って「個性的」に......,1
毎回立ち上がるたびに「僕はやれるって」自信があるんだ,1
何に幸せを感じるかは人それぞれだ。周囲がとやかく言うことではない。本人が幸せならばそれでいいのです。,1
これ以上近くに抱きしめたら、君の後ろに行っちゃいます,1
（THE 野党が始まった最初の頃は）お客さんも僕らも手探りでしたね。MCでも何を話せばいいんだろう？って思ったこともあったし、僕らなりの“自由にやるっていう制約の中でいろいろ考......,1
幸福は暇にこそあると思われる。なぜなら、我々は暇を得るために働き、平和のうちに過ごさんがために戦争をするからなり,1
和して唱えず,1
世間は欺かれることを欲す。,1
哲学の本質は、真理を所有することではない。むしろ真理を探究することである,1
社会的な淘汰がネットにもちゃんと来て、CGMのクオリティも成熟してくるんだと思う,1
キャラクターにぴったりのルックスの衣装を選び抜くために、デザイナーたちとコラボできたことはとても嬉しく、幸せでした,1
何にもなくやっていける人がベストだと思うんだけど（笑）、大抵の人生には何かあって、俺はそれが激しい感じなんだろうね,1
作り上げたものがうまく機能しなくても、それを無駄な物だと決めつけてはいけない。それは次の一手になる,1
いなくなって改めて存在の大きさを痛感しました。私は澤選手が不在の間に、チームがおかしな方向にいかないよう気をつけるだけでした,1
新しい用語を使って同じことを語っても意味がない,1
（力皇は）ＮＯＡＨを代表する選手って名前ねぇだろ、肩書もよ。ヒール名乗ってんだろ。なぜ好きなようにやらねぇ！？カッコつけてるだけなんだろ,1
純などというのはつまらぬ時間の差で、しかも甚しく誤差の起りやすい要素をふくみ、わが子に対してそんな判断で安心していると、長じて忽然と妖怪化して手に負えなくなるのである,1
あなた、いい保護者になれるわよ,1
よく“何でも自分でできるようになることが自立だと言われますが、私はそうは思いません。本当の意味での自立とは、相手の気持ちを考え、自分が困ったとき、素直に周囲に助......,1
一言にストレスと言ってもいろんな種類のストレスがあるからそれぞれに応じた解消法を見つけなくてならないことに気がついた。自然を眺めるだけでは都会の窮屈さからくるストレスしか解消できないのだと,1
夢想家は自分自身に嘘をつくが、嘘つきは他人にだけ嘘をつく,1
失敗が、自慢の人生になる,1
他者への感謝、誰かのためにという気持ちは、持っている以上の力をその人に発揮させる,1
色んな悔しい想いもしたなぁ・・・とか。例え様のないくらいの、喜びももらったなぁ・・・とか。そして、出逢い、別れ・・・挫折、......,1
己の器を悟るのは大事ですよね。人間、そんなに最初からだいそれたことできるわけないんですから,1
僕はこの世界で夢を見る,1
ほとんどの人が、成功とは手に入れるものだと考えています。でも本当のところ、成功とは与えることなのです,1
1989年に宮崎（駿）さんの手によってアニメ映画化されて一番良かったなと思うのは、世界中の皆さんの元へキキとジジが羽ばたいていったこと。タイトルは『』だった。日本の童話が世界中......,1
“愛っていうのは夫婦愛、隣人愛、お友達の愛もあり、親子愛もあり・・、いろんな愛がありますけれど、やっぱり人間は、......,1
過去の苦労を「点」だけではなく、いろいろな苦労と繋いで線にする事ができる人が成功をする,1
エキスパートというものは、ほんのわずかしか知られていないことをより多く知っている者だ。,1
全ての決定権は私に有り私の言うことは絶対であるお前に拒否する権利はない私が”正しい”と言った事が”正しい”のだ,1
視線の先に映る自分の姿を信じて,1
みんなの前で　命を懸けて　私たちは踊るよって・・,1
（日本の高校で大変だったことは？）上下関係。ニュージーランドにはなかったから,1
スター気取りの役者とも仕事はしたくない,1
ひとたび着手した事業は必ず成功を期せ,1
目の前のお客さんを幸せにするのは当たり前で、俺は最終的に平和になったらいいなと思って世界中が,1
「聖なる○○」名詞の頭につければ、どんなものでも感じられ感謝できるようになるマジックワード,1
皆がひとつになれる目標を掲げることに成功すれば、組織は実力を超える能力を発揮できるものだと思います,1
いかなる問題にあっても、具体的という事は、最後の、しかして最良の結論だ。,1
変革というものは、ひとつ起こると、必ずや次の変革を呼ぶようにできているものである。,1
振り返ってみれば、人から頼まれて行動を起こすということはなかった。「ぜひベトナムに来てください」と言われたこともない。そもそもベトナムのことは知らない。ベトナムの方たち......,1
わかってるよっていうことを伝えたい。１人じゃないんだよって、助けてあげられなくても一緒に泣いたり、悔しがったりはできる,1
味のある人間って言われてますか？中身のある人間って言われてますか？,1
強い選手、のし上がっていく選手というのは、負けた悔しさをその後に充分に活かす、忘れない。そういう選手が一流の選手だと思います,1
人間──自分で考えている自分の姿に有頂天に見入っていて、明白な自分のあるべき姿を見落としてしまう動物。,1
沈黙は会話のなかの一つの偉大な技術である。自分の口を閉じるときを知る者は馬鹿ではない。,1
私がビジネスを築き上げることができたのは、つまるところ人だ。私のフランチャイズ加盟者は働き者で、熱心で、正直な人たちだ。彼らがあって、......,1
（必ず見てしまうTV番組）週刊EXILE、めちゃ×2イケてるッ!、その時ハマっているドラマ,1
僕だけが恥辱の中で暮らし、一人であらゆるものを汚し、美にも栄光にも全く気づかずにいたのだ,1
夫の行為を好ましく思っていないが、それと弾劾は結びつくものではない,1
やはり母親を想うという気持ちが一番大事だ、と,1
噺家になったのは好きやからということもありますが、一人でやる芸で、衣装も大道具もメーキャップもなしで、それでいてドラマのような世界が描ける、それに魅力を感じたからです。私の描いた世界と、......,1
まだ無理だと思ってもやらせてみる。失敗しても「今度は上手くできるはず」と声をかけることが大切,1
よく“テキトー”なんて言われますが、僕自身はそう思ってやってきたことはないんですよ。言葉が独り歩きすると、何がテキトーなのか分からない?,1
褒美をご破算にするということの脅しは、罰を与えるという脅しと同じ機能を持っている。,1
2年前に結婚した女房（女優の神楽坂恵）が、花を生けるとか、傍から見るとちっともおもしろくなさそうなことが好きなひとなんですよ。20年前はたしかに“地獄でなぜ悪いと思っていたけれ......,1
この12年間、私は夜の世界で何千人もの子どもたちと出会ったが、そのすべてが哀しいものだった。でもそのすべてが素晴らしいものだった,1
小さな手間を省かないことが、大きなイライラを防ぐコツ,1
自分がまだ若い場合、赴任して最初にすべきことは人間関係をつくり上げることです。部下の人たちと一緒に過ごすことによって、自分のことをわかってもらい、交流を深め、その管理職たちが直面している問題と、......,1
心に自慢なき時は人の善を知り,1
その前の年の世界陸上よりも脚光を浴びることが多くなったんですけど、私はそれよりも色々な経験をすることが出来たのでよかった。それにはまずオリンピックに出てよかった。金メダル取れて......,1
企業が草創期の情熱と精神を失わずに大きく成長するには、利益の追求を第一とするのではなく、正しい価値観と人材を基盤とした経営が必要である。その要は真心に他ならない。あなたが自分の事業、あるいは働きがいのある職場に真心を注ぐとき、......,1
成功するヤツというのは、愛のないビンタをくらっても、そのビンタに愛を感じることの出来るヤツだ,1
むやみに、人にきくのはやめなさい。プリントを、よく読み、注意や説明をかみしめて、自分で考えて作業を進める。......,1
他によいものがなかったのでそのコトバを看護と言う,1
人生の目的は、より良い人生を探し創ること。これに、だんだん気づいたとき、「世の中っておもしろいなあ、フェアだなあ」と、......,1
成すことは必ずしも困難ではない。が、欲することは常に困難である。少なくとも成すに足ることを欲するのは,1
期限までに毎日どのくらいのペースでやっていかなければならないか考える,1
放っておけ。それより書いてある内容が見たい。予のためになるものもあるだろう,1
まず読んでください。面白いと思います。やめられなくて、ずんずん読みたくなると思います。私はそれを信じて、書き続けてきました,1
真の豊かさとは何か、都会だけを見ていると誤るし、地方を見ると痛切に感じて、自民党を変えるために動かないといけない,1
家屋を建設することにたとえるならば、『道に志す』とは、土地を選び資材をあつめてきりもりして住宅を完成させようといつも意欲を持ちつづけることであり、『徳にもとづく』とは、計画がすべて完成し、生活の根拠ができたことであり、......,1
私の生（いのち）を根から見てくれるのは　私を全部に解してくれるのは　ただあなたです,1
広辞苑で百獣の王を引くとその意味に武井壮が出てくるのがここ最近の目標だ,1
試合が楽しみ。自信満々です,1
日本の天皇制というのは、アジアの極東地区の辺境国家に見られる「生き神様信仰」の一つなんです。「生き神様信仰」は、チベット、ネパール、東南アジア、......,1
洋の東西を問わず、巨匠たちは、観客を自分の秘密にひきずりこむ手段として暗示の価値を忘れることはなかった,1
俺もトレーニングいい感じに今できてるし100m桐生復活しなな,1
あいつ（加藤茶）らしいな。あんた（いかりや長介）が行っちまうのを遅らせようとしてねえ。いまハラハラ、ドキドキして向かっているところだと思うよ,1
自分のことを愛さないくせに、他人に「愛してるよ」などと口にする人間は信用しないこと。アフリカにはこんな諺があります：「裸の人間が、この服をどうぞ、と言ってきたときは注意......,1
人々が思考しないことは、政府にとっては幸いだ,1
私は考えるに、真実の楽天的境地というものは、人事を尽した後でなければ得られるものではない。即ち、事成ればもとより快（かい）、成らずともなお快たるを失わない。......,1
政治家の秘訣は何もない。ただ「誠心誠意」の四文字ばかりだ,1
新聞記者は出ていけ,1
背伸びをしたって、たかが知れている。背伸びをしたまま生活したら、つまずくだけ,1
私は人類のために、甘美な酒をもたらすバッカスだ,1
得点の80パーセントはペナルティー・エリア内のシュート（ヘディングも含めて）から決まることが統計で出ている,1
(肩で呼吸して)ハーッ！ハーッ！ってかなり必死だったんです。あまり見られたくない表情で歌っていました,1
女の方も、あとから男のウソが発覚したときに、嘆き悲しむのは止めた方がいい。愛していると錯覚していた男の正体が早めに露呈したことを喜んで、また自分の目が濁っていたことを潔......,1
共通の敵がいなければ、ピッコロはまあ大丈夫として、ベジータなんか何しでかすか分かったもんじゃないですよダンナ・・,1
優しい言葉はいくらでもかけられるし、この世にたくさん溢れている。それは癒やしにはなるかもしれないけど個人的にそれが実際「行動」に繋がった事は少ない,1
いま、ジャパネットの業績が伸びていますが、好調なときは危険なんです。時代は常に変化していますから、課題も次々に出てきます,1
常に恥とは何かを知り、人に負けない様に強い気を持ち、どんなときでも権力に盲従してはならない,1
私は東芝に来るにあたって、自分の腹心というようなものは一人もつれて来なかった。単身乗り込んだわけである。それには理由がある。一人ならば出処進退が自由にできるが、人を連れて行った場合、......,1
曇を脱がされた空から月が恥ずかしそうに出てきた 撮影再開,1
友人には常に愛情と謙遜な心持ちを持っていないと友人は逃げて行く。友人をつくる時にはよく考えなければならない。そして本当・・,1
MATSUさんが“いつか自分が脚本、演出の舞台をやりたいと仰っていたので、それに出たいです。悪役や常軌を逸した役も演じてみたいです,1
マウンドに上がれば、自分を疑うことはありません,1
不運が眠っているときには、起こさないようにそっとしておくことだ。ちょっとしたつまづきなら軽い傷ですむが、それがもとで転・・,1
樹齢二千年という立派なぶなの木があるが、元をただせば鳥の糞からだ,1
たまにこう言われることがある。「 世界を治そう と歌うのに、なぜステージに兵士がいるのか？」と。彼らは愛の兵士だ。戦争では何も解決しない,1
僕は恐らく、誰よりもたくさん患者を診て、誰よりも多分失敗をたくさんした人ですね,1
前進するなら、歴史を繰り返すのではなく新しい歴史をつくろう。私たちの祖先が残した遺産に、新たな良きものを加えよう,1
人を知る者は智なり、自らを知る者は明なり。人に勝つ者は力なり、自らに勝つ者は勇なり。,1
同じ過ちを2度と繰り返してはならない。お金になるなら話は別だけど,1
他人の意見で自分の本当の心の声を消してはならない。自分の直感を信じる勇気を持ちなさい。,1
うまくいかない,0
失敗ばかりする,0
期待外れだ,0
やり方がわからない,0
自信がない,0
うまくいかないと思う,0
挫折する,0
夢を諦める,0
成功できないと感じる,0
何をしていいかわからない,0
計画が上手くいかない,0
人生がうまくいかない,0
不運だ,0
適切な判断ができない,0
自分には能力がないと思う,0
才能がないと感じる,0
他の人たちより劣っていると感じる,0
やりたいことができない,0
チャンスを逃す,0
うまくいくはずがない,0
上手くいかないことが多い,0
他の人たちに比べて劣っている,0
成功する自信がない,0
自分には向いていないと感じる,0
不運な人生だと感じる,0
自分には運がないと感じる,0
うまくいかないことが続く,0
成功する可能性が低いと感じる,0
うまくいくとは思えない,0
努力が報われない,0
期待はずれだと感じる,0
上手くいくことがない,0
うまくいかないことばかりだ,0
失敗ばかりしている,0
期待外れの結果になる,0
うまくいかない人生だと感じる,0
うまくいかないことが多すぎる,0
成功する自信がないと感じる,0
何をしてもうまくいかない,0
適切な判断ができない,0
自分に自信がない,0
成功できないと思う,0
成功する能力がないと感じる,0
挫折する,0
夢を諦める,0
うまくいかないと思う,0
他の人たちより劣っていると感じる,0
やりたいことができない,0
チャンスを逃す,0
うまくいくはずがない,0
成功する自信がない,0
自分には向いていないと感じる,0
不運な人生だと感じる,0
自分には運がないと感じる,0
うまくいかないことが続く,0
成功する可能性が低いと感じる,0
努力が報われない,0
期待はずれだと感じる,0
上手くいくことがない,0
うまくいかないことばかりだ,0
失敗ばかりしている,0
期待外れの結果になる,0
うまくいかない人生だと感じる,0
うまくいかないことが多すぎる,0
成功する自信がないと感じる,0
何をしてもうまくいかない,0
うまくいかないことが多すぎる,0
成功する自信がないと感じる,0
うまくいかない人生だと感じる,0
他の人たちに比べて劣っている,0
自分には向いていないと感じる,0
期待はずれだと感じる,0
失敗ばかりしている,0
うまくいかないことが多すぎる,0
挫折する,0
夢を諦める,0
成功できないと思う,0
自分には能力がないと感じる,0
何をしてもうまくいかない,0
運がないと感じる,0
努力が報われない,0
うまくいくはずがない,0
やりたいことができない,0
チャンスを逃す,0
他の人たちより劣っていると感じる,0
自分に自信がない,0
成功する自信がないと感じる,0
不運な人生だと感じる,0
期待外れの結果になる,0
うまくいかないことが続く,0
成功する可能性が低いと感じる,0
自分には運がないと感じる,0
成功する能力がないと感じる,0
他の人たちに比べて劣っている,0
期待はずれだと感じる,0
失敗ばかりしている,0
うまくいかないことが多すぎる,0
挫折する,0
夢を諦める,0
成功できないと思う,0
自分には能力がないと感じる,0
何をしてもうまくいかない,0
運がないと感じる,0
努力が報われない,0
うまくいくはずがない,0
やりたいことができない,0
チャンスを逃す,0
他の人たちより劣っていると感じる,0
自分に自信がない,0
成功する自信がないと感じる,0
不運な人生だと感じる,0
期待外れの結果になる,0
うまくいかないことが続く,0
成功する可能性が低いと感じる,0
自分には運がないと感じる,0
成功する能力がないと感じる,0
他の人たちに比べて劣っている,0
期待はずれだと感じる,0
失敗ばかりしている,0
うまくいかないことが多すぎる,0
挫折する,0
夢を諦める,0
成功できないと思う,0
自分には能力がないと感じる,0
何をしてもうまくいかない,0
運がないと感じる,0
努力が報われない,0
うまくいくはずがない,0
やりたいことができない,0
チャンスを逃す,0
他の人たちより劣っていると感じる,0
自分に自信がない,0
成功する自信がないと感じる,0
不運な人生だと感じる,0
期待外れの結果になる,0
うまくいかないことが続く,0
成功する可能性が低いと感じる,0
自分には運がないと感じる,0
成功する能力がないと感じる,0
他の人たちに比べて劣っている,0
期待はずれだと感じる,0
失敗ばかりしている,0
うまくいかないことが多すぎる,0
挫折する,0
夢を諦める,0
成功できないと思う,0
自分には能力がないと感じる,0
何をしてもうまくいかない,0
運がないと感じる,0
努力が報われない,0
うまくいくはずがない,0
やりたいことができない,0
チャンスを逃す,0
他の人たちより劣っていると感じる,0
自分に自信がない,0
成功する自信がないと感じる,0
不運な人生だと感じる,0
期待外れの結果になる,0
うまくいかないことが続く,0
成功する可能性が低いと感じる,0
自分には運がないと感じる,0
成功する能力がないと感じる,0
他の人たちに比べて劣っている,0
期待はずれだと感じる,0
失敗ばかりしている,0
うまくいかないことが多すぎる,0
挫折する,0
夢を諦める,0
成功できないと思う,0
自分には能力がないと感じる,0
何をしてもうまくいかない,0
運がないと感じる,0
努力が報われない,0
うまくいくはずがない,0
やりたいことができない,0
チャンスを逃す,0
他の人たちより劣っていると感じる,0
自分に自信がない,0
成功する自信がないと感じる,0
不運な人生だと感じる,0
期待外れの結果になる,0
うまくいかないことが続く,0
成功する可能性が低いと感じる,0
自分には運がないと感じる,0
成功する能力がないと感じる,0
他の人たちに比べて劣っている,0
期待はずれだと感じる,0
失敗ばかりしている,0
うまくいかないことが多すぎる,0
挫折する,0
夢を諦める,0
成功できないと思う,0
自分には能力がないと感じる,0
何をしてもうまくいかない,0
運がないと感じる,0
努力が報われない,0
うまくいくはずがない,0
やりたいことができない,0
チャンスを逃す,0
他の人たちより劣っていると感じる,0
自分に自信がない,0
成功する自信がないと感じる,0
不運な人生だと感じる,0
期待外れの結果になる,0
うまくいかないことが続く,0
成功する可能性が低いと感じる,0
自分には運がないと感じる,0
成功する能力がないと感じる,0
他の人たちに比べて劣っている,0
期待はずれだと感じる,0
失敗ばかりしている,0
うまくいかないことが多すぎる,0
挫折する,0
夢を諦める,0
成功できないと思う,0
自分には能力がないと感じる,0
何をしてもうまくいかない,0
運がないと感じる,0
努力が報われない,0
うまくいくはずがない,0
やりたいことができない,0
チャンスを逃す,0
他の人たちより劣っていると感じる,0
自分に自信がない,0
成功する自信がないと感じる,0
不運な人生だと感じる,0
期待外れの結果になる,0
うまくいかないことが続く,0
成功する可能性が低いと感じる,0
自分には運がないと感じる,0
成功する能力がないと感じる,0
他の人たちに比べて劣っている,0
期待はずれだと感じる,0
失敗ばかりしている,0
うまくいかないことが多すぎる,0
挫折する,0
夢を諦める,0
成功できないと思う,0
自分には能力がないと感じる,0
何をしてもうまくいかない,0
運がないと感じる,0
努力が報われない,0
うまくいくはずがない,0
やりたいことができない,0
チャンスを逃す,0
他の人たちより劣っていると感じる,0
自分に自信がない,0
成功する自信がないと感じる,0
不運な人生だと感じる,0
期待外れの結果になる,0
うまくいかないことが続く,0
成功する可能性が低いと感じる,0
自分には運がないと感じる,0
成功する能力がないと感じる,0
他の人たちに比べて劣っている,0
期待はずれだと感じる,0
失敗ばかりしている,0
うまくいかないことが多すぎる,0
挫折する,0
夢を諦める,0
成功できないと思う,0
自分には能力がないと感じる,0
何をしてもうまくいかない,0
運がないと感じる,0
努力が報われない,0
うまくいくはずがない,0
やりたいことができない,0
チャンスを逃す,0
他の人たちより劣っていると感じる,0
自分に自信がない,0
成功する自信がないと感じる,0
不運な人生だと感じる,0
期待外れの結果になる,0
うまくいかないことが続く,0
成功する可能性が低いと感じる,0
自分には運がないと感じる,0
成功する能力がないと感じる,0
他の人たちに比べて劣っている,0
期待はずれだと感じる,0
失敗ばかりしている,0
うまくいかないことが多すぎる,0
挫折する,0
夢を諦める,0
成功できないと思う,0
自分には能力がないと感じる,0
何をしてもうまくいかない,0
運がないと感じる,0
努力が報われない,0
うまくいくはずがない,0
やりたいことができない,0
チャンスを逃す,0
他の人たちより劣っていると感じる,0
自分に自信がない,0
成功する自信がないと感じる,0
不運な人生だと感じる,0
期待外れの結果になる,0
うまくいかないことが続く,0
成功する可能性が低いと感じる,0
自分には運がないと感じる,0
成功する能力がないと感じる,0
他の人たちに比べて劣っている,0
期待はずれだと感じる,0
失敗ばかりしている,0
うまくいかないことが多すぎる,0
挫折する,0
夢を諦める,0
成功できないと思う,0
自分には能力がないと感じる,0
何をしてもうまくいかない,0
運がないと感じる,0
努力が報われない,0
うまくいくはずがない,0
やりたいことができない,0
チャンスを逃す,0
他の人たちより劣っていると感じる,0
自分に自信がない,0
成功する自信がないと感じる,0
不運な人生だと感じる,0
期待外れの結果になる,0
うまくいかないことが続く,0
成功する可能性が低いと感じる,0
自分には運がないと感じる,0
成功する能力がないと感じる,0
他の人たちに比べて劣っている,0
期待はずれだと感じる,0
失敗ばかりしている,0
うまくいかないことが多すぎる,0
挫折する,0
夢を諦める,0
成功できないと思う,0
自分には能力がないと感じる,0
何をしてもうまくいかない,0
運がないと感じる,0
努力が報われない,0
うまくいくはずがない,0
やりたいことができない,0
チャンスを逃す,0
他の人たちより劣っていると感じる,0
自分に自信がない,0
成功する自信がないと感じる,0
不運な人生だと感じる,0
期待外れの結果になる,0
うまくいかないことが続く,0
成功する可能性が低いと感じる,0
自分には運がないと感じる,0
成功する能力がないと感じる,0
他の人たちに比べて劣っている,0
期待はずれだと感じる,0
失敗ばかりしている,0
うまくいかないことが多すぎる,0
挫折する,0
夢を諦める,0
成功できないと思う,0
自分には能力がないと感じる,0
何をしてもうまくいかない,0
運がないと感じる,0
努力が報われない,0
うまくいくはずがない,0
やりたいことができない,0
チャンスを逃す,0
他の人たちより劣っていると感じる,0
自分に自信がない,0
成功する自信がないと感じる,0
不運な人生だと感じる,0
期待外れの結果になる,0
うまくいかないことが続く,0
成功する可能性が低いと感じる,0
自分には運がないと感じる,0
成功する能力がないと感じる,0
他の人たちに比べて劣っている,0
期待はずれだと感じる,0
失敗ばかりしている,0
うまくいかないことが多すぎる,0
挫折する,0
夢を諦める,0
成功できないと思う,0
自分には能力がないと感じる,0
何をしてもうまくいかない,0
運がないと感じる,0
努力が報われない,0
うまくいくはずがない,0
やりたいことができない,0
チャンスを逃す,0
他の人たちより劣っていると感じる,0
自分に自信がない,0
成功する自信がないと感じる,0
不運な人生だと感じる,0
期待外れの結果になる,0
うまくいかないことが続く,0
成功する可能性が低いと感じる,0
自分には運がないと感じる,0
成功する能力がないと感じる,0
他の人たちに比べて劣っている,0
期待はずれだと感じる,0
失敗ばかりしている,0
うまくいかないことが多すぎる,0
挫折する,0
夢を諦める,0
成功できないと思う,0
自分には能力がないと感じる,0
何をしてもうまくいかない,0
運がないと感じる,0
努力が報われない,0
うまくいくはずがない,0
やりたいことができない,0
チャンスを逃す,0
他の人たちより劣っていると感じる,0
自分に自信がない,0
成功する自信がないと感じる,0
不運な人生だと感じる,0
期待外れの結果になる,0
うまくいかないことが続く,0
成功する可能性が低いと感じる,0
自分には運がないと感じる,0
成功する能力がないと感じる,0
他の人たちに比べて劣っている,0
期待はずれだと感じる,0
失敗ばかりしている,0
うまくいかないことが多すぎる,0
挫折する,0
夢を諦める,0
成功できないと思う,0
自分には能力がないと感じる,0
何をしてもうまくいかない,0
運がないと感じる,0
努力が報われない,0
うまくいくはずがない,0
やりたいことができない,0
チャンスを逃す,0
他の人たちより劣っていると感じる,0
自分に自信がない,0
成功する自信がないと感じる,0
不運な人生だと感じる,0
期待外れの結果になる,0
うまくいかないことが続く,0
成功する可能性が低いと感じる,0
自分には運がないと感じる,0
成功する能力がないと感じる,0
他の人たちに比べて劣っている,0
期待はずれだと感じる,0
失敗ばかりしている,0
うまくいかないことが多すぎる,0
挫折する,0
夢を諦める,0
成功できないと思う,0
自分には能力がないと感じる,0
何をしてもうまくいかない,0
運がないと感じる,0
努力が報われない,0
うまくいくはずがない,0
やりたいことができない,0
チャンスを逃す,0
他の人たちより劣っていると感じる,0
自分に自信がない,0
